Plan Name,Disease,Premium Type,Maximum Coverage,Deductible,Co-pay Percentage,Out-of-Pocket,Waiting Period,Claims Settled,Renewability,Hospital Coverage,Benefits,Tax Redemption
Protability Insurance,Seasonal Affective Disorder,Lite,361509.0,10%,10%,58925.0,149,94.0,Renewable,8150.0,"Protability Insurance Lite provides Rs.361509.0 disease coverage with a 10% deductible and 10% co-pay. Coverage becomes active in 149 days, and the plan is offering seamless portability between providers.",15%
Protability Insurance,Seasonal Affective Disorder,Premier,510478.0,15%,5%,49770.0,128,98.0,Renewable,8398.0,"For Protability Insurance Premier, access Rs.510478.0 in disease coverage with a low 15% deductible and 5% co-pay. With only 128 days to wait, this plan is offering seamless portability between providers.",20%
Protability Insurance,Chronic Fatigue Syndrome,Basic,183638.0,5%,20%,51418.0,172,87.0,Renewable,8094.0,"Benefit from Rs.183638.0 in disease coverage with Protability Insurance Basic, featuring a 5% deductible and 20% co-pay. Coverage starts in 172 days, ensuring the plan is offering seamless portability between providers.",10%
Protability Insurance,Chronic Fatigue Syndrome,Lite,312271.0,10%,10%,50899.0,147,92.0,Renewable,8393.0,"Protability Insurance Lite provides Rs.312271.0 disease coverage with a 10% deductible and 10% co-pay. Coverage becomes active in 147 days, and the plan is offering seamless portability between providers.",15%
Protability Insurance,Chronic Fatigue Syndrome,Premier,414139.0,15%,5%,40377.0,138,96.0,Renewable,8529.0,"For Protability Insurance Premier, access Rs.414139.0 in disease coverage with a low 15% deductible and 5% co-pay. With only 138 days to wait, this plan is offering seamless portability between providers.",20%
Protability Insurance,Restless Leg Syndrome,Basic,210860.0,5%,20%,59040.0,174,90.0,Renewable,8208.0,"Benefit from Rs.210860.0 in disease coverage with Protability Insurance Basic, featuring a 5% deductible and 20% co-pay. Coverage starts in 174 days, ensuring the plan is offering seamless portability between providers.",10%
Protability Insurance,Restless Leg Syndrome,Lite,323544.0,10%,10%,52737.0,142,93.0,Renewable,8242.0,"Protability Insurance Lite provides Rs.323544.0 disease coverage with a 10% deductible and 10% co-pay. Coverage becomes active in 142 days, and the plan is offering seamless portability between providers.",15%
Protability Insurance,Restless Leg Syndrome,Premier,441572.0,15%,5%,43052.0,135,96.0,Renewable,8343.0,"For Protability Insurance Premier, access Rs.441572.0 in disease coverage with a low 15% deductible and 5% co-pay. With only 135 days to wait, this plan is offering seamless portability between providers.",20%
Protability Insurance,Acid Reflux,Basic,192229.0,5%,20%,53823.0,170,89.0,Renewable,8046.0,Protability Insurance Basic offers Rs.192229.0 disease coverage with a 5% deductible and 20% co-pay. Activation occurs after 170 days - a plan that is offering seamless portability between providers.,10%
Protability Insurance,Acid Reflux,Lite,306469.0,10%,10%,49953.0,155,91.0,Renewable,8342.0,"Protability Insurance Lite provides Rs.306469.0 disease coverage with a 10% deductible and 10% co-pay. Coverage becomes active in 155 days, and the plan is offering seamless portability between providers.",15%
Protability Insurance,Acid Reflux,Premier,426716.0,15%,5%,41604.0,124,97.0,Renewable,8618.0,"For Protability Insurance Premier, access Rs.426716.0 in disease coverage with a low 15% deductible and 5% co-pay. With only 124 days to wait, this plan is offering seamless portability between providers.",20%
Protability Insurance,Binge Eating Disorder,Basic,217833.0,5%,20%,60993.0,160,89.0,Renewable,8061.0,Protability Insurance Basic offers Rs.217833.0 disease coverage with a 5% deductible and 20% co-pay. Activation occurs after 160 days - a plan that is offering seamless portability between providers.,10%
Protability Insurance,Binge Eating Disorder,Lite,342803.0,10%,10%,55876.0,148,93.0,Renewable,8192.0,"For Protability Insurance Lite, enjoy Rs.342803.0 in disease coverage paired with a 10% deductible and 10% co-pay. Benefits start after 148 days, crafted to be offering seamless portability between providers.",15%
Protability Insurance,Binge Eating Disorder,Premier,460548.0,15%,5%,44903.0,140,99.0,Renewable,8326.0,"Protability Insurance Premier offers Rs.460548.0 disease coverage, paired with a minimal 15% deductible and 5% co-pay. Benefits activate after 140 days, making it a plan that is offering seamless portability between providers.",20%
Children Health Insurance,Appendicitis,Basic,154170.0,5%,20%,43167.0,22,89.0,Renewable,5034.0,"For Children Health Insurance Basic, receive Rs.154170.0 in disease coverage with a 5% deductible and 20% co-pay. The waiting period is 22 days, and this plan is crafted to safeguard the health of your children.",10%
Children Health Insurance,Appendicitis,Lite,296803.0,10%,10%,48378.0,40,94.0,Renewable,5304.0,"Children Health Insurance Lite provides Rs.296803.0 disease coverage with a 10% deductible and 10% co-pay. Coverage becomes active in 40 days, and the plan is crafted to safeguard the health of your children.",15%
Children Health Insurance,Appendicitis,Premier,415123.0,15%,5%,40474.0,41,100.0,Renewable,5484.0,"For Children Health Insurance Premier, access Rs.415123.0 in disease coverage with a low 15% deductible and 5% co-pay. With only 41 days to wait, this plan is crafted to safeguard the health of your children.",20%
Children Health Insurance,Fracture Treatment,Basic,192097.0,5%,20%,53786.0,47,90.0,Renewable,5016.0,"Benefit from Rs.192097.0 in disease coverage with Children Health Insurance Basic, featuring a 5% deductible and 20% co-pay. Coverage starts in 47 days, ensuring the plan is crafted to safeguard the health of your children.",10%
Children Health Insurance,Fracture Treatment,Lite,312610.0,10%,10%,50954.0,25,95.0,Renewable,5287.0,"For Children Health Insurance Lite, enjoy Rs.312610.0 in disease coverage paired with a 10% deductible and 10% co-pay. Benefits start after 25 days, crafted to be crafted to safeguard the health of your children.",15%
Children Health Insurance,Fracture Treatment,Premier,442905.0,15%,5%,43183.0,38,100.0,Renewable,5439.0,"For Children Health Insurance Premier, access Rs.442905.0 in disease coverage with a low 15% deductible and 5% co-pay. With only 38 days to wait, this plan is crafted to safeguard the health of your children.",20%
Children Health Insurance,Dengue Fever,Basic,189038.0,5%,20%,52930.0,13,89.0,Renewable,5031.0,"For Children Health Insurance Basic, receive Rs.189038.0 in disease coverage with a 5% deductible and 20% co-pay. The waiting period is 13 days, and this plan is crafted to safeguard the health of your children.",10%
Children Health Insurance,Dengue Fever,Lite,311562.0,10%,10%,50784.0,61,95.0,Renewable,5096.0,"Children Health Insurance Lite provides Rs.311562.0 disease coverage with a 10% deductible and 10% co-pay. Coverage becomes active in 61 days, and the plan is crafted to safeguard the health of your children.",15%
Children Health Insurance,Dengue Fever,Premier,412369.0,15%,5%,40205.0,63,96.0,Renewable,5120.0,"For Children Health Insurance Premier, access Rs.412369.0 in disease coverage with a low 15% deductible and 5% co-pay. With only 63 days to wait, this plan is crafted to safeguard the health of your children.",20%
Children Health Insurance,Malaria,Basic,198192.0,5%,20%,55493.0,80,87.0,Renewable,5022.0,"For Children Health Insurance Basic, receive Rs.198192.0 in disease coverage with a 5% deductible and 20% co-pay. The waiting period is 80 days, and this plan is crafted to safeguard the health of your children.",10%
Children Health Insurance,Malaria,Lite,305259.0,10%,10%,49757.0,47,94.0,Renewable,5081.0,"Experience targeted disease coverage with Children Health Insurance Lite - Rs.305259.0 in coverage, a 10% deductible, and 10% co-pay. Activation is in 47 days, reflecting a plan that is crafted to safeguard the health of your children.",15%
Children Health Insurance,Malaria,Premier,427019.0,15%,5%,41633.0,27,97.0,Renewable,5091.0,"For Children Health Insurance Premier, access Rs.427019.0 in disease coverage with a low 15% deductible and 5% co-pay. With only 27 days to wait, this plan is crafted to safeguard the health of your children.",20%
Children Health Insurance,Severe Chickenpox,Basic,183640.0,5%,20%,51419.0,17,88.0,Renewable,5000.0,Children Health Insurance Basic offers Rs.183640.0 disease coverage with a 5% deductible and 20% co-pay. Activation occurs after 17 days - a plan that is crafted to safeguard the health of your children.,10%
Children Health Insurance,Severe Chickenpox,Lite,306440.0,10%,10%,49949.0,43,91.0,Renewable,5054.0,"Experience targeted disease coverage with Children Health Insurance Lite - Rs.306440.0 in coverage, a 10% deductible, and 10% co-pay. Activation is in 43 days, reflecting a plan that is crafted to safeguard the health of your children.",15%
Children Health Insurance,Severe Chickenpox,Premier,448246.0,15%,5%,43703.0,16,97.0,Renewable,5175.0,"For Children Health Insurance Premier, access Rs.448246.0 in disease coverage with a low 15% deductible and 5% co-pay. With only 16 days to wait, this plan is crafted to safeguard the health of your children.",20%
Children Health Insurance,Measles Complications,Basic,186225.0,5%,20%,52142.0,55,89.0,Renewable,5085.0,"For Children Health Insurance Basic, receive Rs.186225.0 in disease coverage with a 5% deductible and 20% co-pay. The waiting period is 55 days, and this plan is crafted to safeguard the health of your children.",10%
Children Health Insurance,Measles Complications,Lite,324900.0,10%,10%,52958.0,89,91.0,Renewable,5168.0,"For Children Health Insurance Lite, enjoy Rs.324900.0 in disease coverage paired with a 10% deductible and 10% co-pay. Benefits start after 89 days, crafted to be crafted to safeguard the health of your children.",15%
Children Health Insurance,Measles Complications,Premier,456931.0,15%,5%,44550.0,74,98.0,Renewable,5307.0,"For Children Health Insurance Premier, access Rs.456931.0 in disease coverage with a low 15% deductible and 5% co-pay. With only 74 days to wait, this plan is crafted to safeguard the health of your children.",20%
Children Health Insurance,Mumps Complications,Basic,169184.0,5%,20%,47371.0,86,89.0,Renewable,5259.0,"Benefit from Rs.169184.0 in disease coverage with Children Health Insurance Basic, featuring a 5% deductible and 20% co-pay. Coverage starts in 86 days, ensuring the plan is crafted to safeguard the health of your children.",10%
Children Health Insurance,Mumps Complications,Lite,284684.0,10%,10%,46402.0,53,94.0,Renewable,5318.0,"Experience targeted disease coverage with Children Health Insurance Lite - Rs.284684.0 in coverage, a 10% deductible, and 10% co-pay. Activation is in 53 days, reflecting a plan that is crafted to safeguard the health of your children.",15%
Children Health Insurance,Mumps Complications,Premier,400234.0,15%,5%,39022.0,67,99.0,Renewable,5403.0,"Children Health Insurance Premier offers Rs.400234.0 disease coverage, paired with a minimal 15% deductible and 5% co-pay. Benefits activate after 67 days, making it a plan that is crafted to safeguard the health of your children.",20%
Children Health Insurance,"Hand, Foot, and Mouth Disease",Basic,184445.0,5%,20%,51644.0,17,89.0,Renewable,5074.0,"Benefit from Rs.184445.0 in disease coverage with Children Health Insurance Basic, featuring a 5% deductible and 20% co-pay. Coverage starts in 17 days, ensuring the plan is crafted to safeguard the health of your children.",10%
Children Health Insurance,"Hand, Foot, and Mouth Disease",Lite,319675.0,10%,10%,52106.0,24,92.0,Renewable,5155.0,"Children Health Insurance Lite provides Rs.319675.0 disease coverage with a 10% deductible and 10% co-pay. Coverage becomes active in 24 days, and the plan is crafted to safeguard the health of your children.",15%
Children Health Insurance,"Hand, Foot, and Mouth Disease",Premier,445465.0,15%,5%,43432.0,79,96.0,Renewable,5234.0,"Experience premium disease coverage with Children Health Insurance Premier: Rs.445465.0 in coverage, a 15% deductible, and 5% co-pay. The waiting period is just 79 days - a plan that is crafted to safeguard the health of your children.",20%
Children Health Insurance,Croup,Basic,175290.0,5%,20%,49081.0,55,89.0,Renewable,5234.0,"Benefit from Rs.175290.0 in disease coverage with Children Health Insurance Basic, featuring a 5% deductible and 20% co-pay. Coverage starts in 55 days, ensuring the plan is crafted to safeguard the health of your children.",10%
Children Health Insurance,Croup,Lite,283239.0,10%,10%,46167.0,24,92.0,Renewable,5277.0,"Children Health Insurance Lite provides Rs.283239.0 disease coverage with a 10% deductible and 10% co-pay. Coverage becomes active in 24 days, and the plan is crafted to safeguard the health of your children.",15%
Children Health Insurance,Croup,Premier,415709.0,15%,5%,40531.0,62,96.0,Renewable,5396.0,"For Children Health Insurance Premier, access Rs.415709.0 in disease coverage with a low 15% deductible and 5% co-pay. With only 62 days to wait, this plan is crafted to safeguard the health of your children.",20%
Children Health Insurance,Bronchiolitis,Basic,168810.0,5%,20%,47266.0,16,90.0,Renewable,5142.0,"For Children Health Insurance Basic, receive Rs.168810.0 in disease coverage with a 5% deductible and 20% co-pay. The waiting period is 16 days, and this plan is crafted to safeguard the health of your children.",10%
Children Health Insurance,Bronchiolitis,Lite,307882.0,10%,10%,50184.0,80,93.0,Renewable,5413.0,"Children Health Insurance Lite provides Rs.307882.0 disease coverage with a 10% deductible and 10% co-pay. Coverage becomes active in 80 days, and the plan is crafted to safeguard the health of your children.",15%
Children Health Insurance,Bronchiolitis,Premier,453044.0,15%,5%,44171.0,43,96.0,Renewable,5443.0,"Children Health Insurance Premier offers Rs.453044.0 disease coverage, paired with a minimal 15% deductible and 5% co-pay. Benefits activate after 43 days, making it a plan that is crafted to safeguard the health of your children.",20%
Children Health Insurance,Asthma,Basic,168108.0,5%,20%,47069.0,28,87.0,Renewable,5235.0,"Benefit from Rs.168108.0 in disease coverage with Children Health Insurance Basic, featuring a 5% deductible and 20% co-pay. Coverage starts in 28 days, ensuring the plan is crafted to safeguard the health of your children.",10%
Children Health Insurance,Asthma,Lite,306504.0,10%,10%,49959.0,74,95.0,Renewable,5306.0,"For Children Health Insurance Lite, enjoy Rs.306504.0 in disease coverage paired with a 10% deductible and 10% co-pay. Benefits start after 74 days, crafted to be crafted to safeguard the health of your children.",15%
Children Health Insurance,Asthma,Premier,439847.0,15%,5%,42884.0,30,96.0,Renewable,5587.0,"For Children Health Insurance Premier, access Rs.439847.0 in disease coverage with a low 15% deductible and 5% co-pay. With only 30 days to wait, this plan is crafted to safeguard the health of your children.",20%
Children Health Insurance,Pertussis,Basic,168328.0,5%,20%,47131.0,24,89.0,Renewable,5000.0,"For Children Health Insurance Basic, receive Rs.168328.0 in disease coverage with a 5% deductible and 20% co-pay. The waiting period is 24 days, and this plan is crafted to safeguard the health of your children.",10%
Children Health Insurance,Pertussis,Lite,269372.0,10%,10%,43907.0,55,91.0,Renewable,5288.0,"For Children Health Insurance Lite, enjoy Rs.269372.0 in disease coverage paired with a 10% deductible and 10% co-pay. Benefits start after 55 days, crafted to be crafted to safeguard the health of your children.",15%
Children Health Insurance,Pertussis,Premier,384100.0,15%,5%,37449.0,42,100.0,Renewable,5516.0,"For Children Health Insurance Premier, access Rs.384100.0 in disease coverage with a low 15% deductible and 5% co-pay. With only 42 days to wait, this plan is crafted to safeguard the health of your children.",20%
Children Health Insurance,Whooping Cough,Basic,143553.0,5%,20%,40194.0,32,88.0,Renewable,5260.0,"For Children Health Insurance Basic, receive Rs.143553.0 in disease coverage with a 5% deductible and 20% co-pay. The waiting period is 32 days, and this plan is crafted to safeguard the health of your children.",10%
Children Health Insurance,Whooping Cough,Lite,266561.0,10%,10%,43449.0,31,94.0,Renewable,5478.0,"Experience targeted disease coverage with Children Health Insurance Lite - Rs.266561.0 in coverage, a 10% deductible, and 10% co-pay. Activation is in 31 days, reflecting a plan that is crafted to safeguard the health of your children.",15%
Children Health Insurance,Whooping Cough,Premier,405271.0,15%,5%,39513.0,77,97.0,Renewable,5554.0,"For Children Health Insurance Premier, access Rs.405271.0 in disease coverage with a low 15% deductible and 5% co-pay. With only 77 days to wait, this plan is crafted to safeguard the health of your children.",20%
Children Health Insurance,Ear Infections,Basic,159242.0,5%,20%,44587.0,60,89.0,Renewable,5260.0,Children Health Insurance Basic offers Rs.159242.0 disease coverage with a 5% deductible and 20% co-pay. Activation occurs after 60 days - a plan that is crafted to safeguard the health of your children.,10%
Children Health Insurance,Ear Infections,Lite,265055.0,10%,10%,43203.0,82,94.0,Renewable,5392.0,"Experience targeted disease coverage with Children Health Insurance Lite - Rs.265055.0 in coverage, a 10% deductible, and 10% co-pay. Activation is in 82 days, reflecting a plan that is crafted to safeguard the health of your children.",15%
Children Health Insurance,Ear Infections,Premier,381848.0,15%,5%,37229.0,51,99.0,Renewable,5662.0,"Experience premium disease coverage with Children Health Insurance Premier: Rs.381848.0 in coverage, a 15% deductible, and 5% co-pay. The waiting period is just 51 days - a plan that is crafted to safeguard the health of your children.",20%
Children Health Insurance,RSV Infection,Basic,172292.0,5%,20%,48241.0,58,90.0,Renewable,5188.0,Children Health Insurance Basic offers Rs.172292.0 disease coverage with a 5% deductible and 20% co-pay. Activation occurs after 58 days - a plan that is crafted to safeguard the health of your children.,10%
Children Health Insurance,RSV Infection,Lite,305752.0,10%,10%,49837.0,64,94.0,Renewable,5462.0,"Experience targeted disease coverage with Children Health Insurance Lite - Rs.305752.0 in coverage, a 10% deductible, and 10% co-pay. Activation is in 64 days, reflecting a plan that is crafted to safeguard the health of your children.",15%
Children Health Insurance,RSV Infection,Premier,438877.0,15%,5%,42789.0,58,96.0,Renewable,5598.0,"Experience premium disease coverage with Children Health Insurance Premier: Rs.438877.0 in coverage, a 15% deductible, and 5% co-pay. The waiting period is just 58 days - a plan that is crafted to safeguard the health of your children.",20%
Children Health Insurance,Varicella,Basic,177841.0,5%,20%,49795.0,31,87.0,Renewable,5054.0,"For Children Health Insurance Basic, receive Rs.177841.0 in disease coverage with a 5% deductible and 20% co-pay. The waiting period is 31 days, and this plan is crafted to safeguard the health of your children.",10%
Children Health Insurance,Varicella,Lite,283491.0,10%,10%,46208.0,63,91.0,Renewable,5308.0,"Children Health Insurance Lite provides Rs.283491.0 disease coverage with a 10% deductible and 10% co-pay. Coverage becomes active in 63 days, and the plan is crafted to safeguard the health of your children.",15%
Children Health Insurance,Varicella,Premier,408139.0,15%,5%,39792.0,59,100.0,Renewable,5344.0,"Children Health Insurance Premier offers Rs.408139.0 disease coverage, paired with a minimal 15% deductible and 5% co-pay. Benefits activate after 59 days, making it a plan that is crafted to safeguard the health of your children.",20%
Children Health Insurance,Scarlet Fever,Basic,195178.0,5%,20%,54649.0,60,89.0,Renewable,5115.0,"For Children Health Insurance Basic, receive Rs.195178.0 in disease coverage with a 5% deductible and 20% co-pay. The waiting period is 60 days, and this plan is crafted to safeguard the health of your children.",10%
Children Health Insurance,Scarlet Fever,Lite,335229.0,10%,10%,54642.0,81,91.0,Renewable,5208.0,"Children Health Insurance Lite provides Rs.335229.0 disease coverage with a 10% deductible and 10% co-pay. Coverage becomes active in 81 days, and the plan is crafted to safeguard the health of your children.",15%
Children Health Insurance,Scarlet Fever,Premier,464950.0,15%,5%,45332.0,62,96.0,Renewable,5303.0,"Children Health Insurance Premier offers Rs.464950.0 disease coverage, paired with a minimal 15% deductible and 5% co-pay. Benefits activate after 62 days, making it a plan that is crafted to safeguard the health of your children.",20%
Children Health Insurance,Strep Throat,Basic,174207.0,5%,20%,48777.0,27,88.0,Renewable,5181.0,Children Health Insurance Basic offers Rs.174207.0 disease coverage with a 5% deductible and 20% co-pay. Activation occurs after 27 days - a plan that is crafted to safeguard the health of your children.,10%
Children Health Insurance,Strep Throat,Lite,301644.0,10%,10%,49167.0,27,94.0,Renewable,5317.0,"Experience targeted disease coverage with Children Health Insurance Lite - Rs.301644.0 in coverage, a 10% deductible, and 10% co-pay. Activation is in 27 days, reflecting a plan that is crafted to safeguard the health of your children.",15%
Children Health Insurance,Strep Throat,Premier,433004.0,15%,5%,42217.0,59,98.0,Renewable,5533.0,"For Children Health Insurance Premier, access Rs.433004.0 in disease coverage with a low 15% deductible and 5% co-pay. With only 59 days to wait, this plan is crafted to safeguard the health of your children.",20%
Children Health Insurance,Gastroenteritis,Basic,153317.0,5%,20%,42928.0,15,90.0,Renewable,5094.0,"Benefit from Rs.153317.0 in disease coverage with Children Health Insurance Basic, featuring a 5% deductible and 20% co-pay. Coverage starts in 15 days, ensuring the plan is crafted to safeguard the health of your children.",10%
Children Health Insurance,Gastroenteritis,Lite,274885.0,10%,10%,44805.0,64,93.0,Renewable,5209.0,"Children Health Insurance Lite provides Rs.274885.0 disease coverage with a 10% deductible and 10% co-pay. Coverage becomes active in 64 days, and the plan is crafted to safeguard the health of your children.",15%
Children Health Insurance,Gastroenteritis,Premier,399675.0,15%,5%,38967.0,67,100.0,Renewable,5464.0,"Children Health Insurance Premier offers Rs.399675.0 disease coverage, paired with a minimal 15% deductible and 5% co-pay. Benefits activate after 67 days, making it a plan that is crafted to safeguard the health of your children.",20%
Children Health Insurance,Laryngitis,Basic,165247.0,5%,20%,46268.0,43,87.0,Renewable,5189.0,"Benefit from Rs.165247.0 in disease coverage with Children Health Insurance Basic, featuring a 5% deductible and 20% co-pay. Coverage starts in 43 days, ensuring the plan is crafted to safeguard the health of your children.",10%
Children Health Insurance,Laryngitis,Lite,312438.0,10%,10%,50926.0,45,94.0,Renewable,5196.0,"For Children Health Insurance Lite, enjoy Rs.312438.0 in disease coverage paired with a 10% deductible and 10% co-pay. Benefits start after 45 days, crafted to be crafted to safeguard the health of your children.",15%
Children Health Insurance,Laryngitis,Premier,431286.0,15%,5%,42050.0,50,99.0,Renewable,5382.0,"Experience premium disease coverage with Children Health Insurance Premier: Rs.431286.0 in coverage, a 15% deductible, and 5% co-pay. The waiting period is just 50 days - a plan that is crafted to safeguard the health of your children.",20%
Accidental Coverage,Accidental Injury,Basic,335440.0,5%,20%,93923.0,16,87.0,Renewable,6146.0,"For Accidental Coverage Basic, receive Rs.335440.0 in disease coverage with a 5% deductible and 20% co-pay. The waiting period is 16 days, and this plan is providing prompt support in case of accidents.",5%
Accidental Coverage,Accidental Injury,Lite,475468.0,10%,10%,77500.0,30,93.0,Renewable,6421.0,"Accidental Coverage Lite provides Rs.475468.0 disease coverage with a 10% deductible and 10% co-pay. Coverage becomes active in 30 days, and the plan is providing prompt support in case of accidents.",10%
Accidental Coverage,Accidental Injury,Premier,599389.0,15%,5%,58440.0,26,97.0,Renewable,6503.0,"For Accidental Coverage Premier, access Rs.599389.0 in disease coverage with a low 15% deductible and 5% co-pay. With only 26 days to wait, this plan is providing prompt support in case of accidents.",15%
Accidental Coverage,Burns,Basic,286921.0,5%,20%,80337.0,80,90.0,Renewable,6261.0,Accidental Coverage Basic offers Rs.286921.0 disease coverage with a 5% deductible and 20% co-pay. Activation occurs after 80 days - a plan that is providing prompt support in case of accidents.,5%
Accidental Coverage,Burns,Lite,387712.0,10%,10%,63196.0,77,95.0,Renewable,6476.0,"Accidental Coverage Lite provides Rs.387712.0 disease coverage with a 10% deductible and 10% co-pay. Coverage becomes active in 77 days, and the plan is providing prompt support in case of accidents.",10%
Accidental Coverage,Burns,Premier,495329.0,15%,5%,48294.0,89,99.0,Renewable,6601.0,"Experience premium disease coverage with Accidental Coverage Premier: Rs.495329.0 in coverage, a 15% deductible, and 5% co-pay. The waiting period is just 89 days - a plan that is providing prompt support in case of accidents.",15%
Accidental Coverage,Head Injury,Basic,338975.0,5%,20%,94912.0,70,90.0,Renewable,6213.0,Accidental Coverage Basic offers Rs.338975.0 disease coverage with a 5% deductible and 20% co-pay. Activation occurs after 70 days - a plan that is providing prompt support in case of accidents.,5%
Accidental Coverage,Head Injury,Lite,468907.0,10%,10%,76431.0,79,93.0,Renewable,6478.0,"Accidental Coverage Lite provides Rs.468907.0 disease coverage with a 10% deductible and 10% co-pay. Coverage becomes active in 79 days, and the plan is providing prompt support in case of accidents.",10%
Accidental Coverage,Head Injury,Premier,573817.0,15%,5%,55946.0,59,99.0,Renewable,6494.0,"Experience premium disease coverage with Accidental Coverage Premier: Rs.573817.0 in coverage, a 15% deductible, and 5% co-pay. The waiting period is just 59 days - a plan that is providing prompt support in case of accidents.",15%
Accidental Coverage,Fracture,Basic,359937.0,5%,20%,100781.0,24,89.0,Renewable,6239.0,"For Accidental Coverage Basic, receive Rs.359937.0 in disease coverage with a 5% deductible and 20% co-pay. The waiting period is 24 days, and this plan is providing prompt support in case of accidents.",5%
Accidental Coverage,Fracture,Lite,460301.0,10%,10%,75029.0,26,93.0,Renewable,6424.0,"Accidental Coverage Lite provides Rs.460301.0 disease coverage with a 10% deductible and 10% co-pay. Coverage becomes active in 26 days, and the plan is providing prompt support in case of accidents.",10%
Accidental Coverage,Fracture,Premier,595077.0,15%,5%,58019.0,20,99.0,Renewable,6597.0,"Experience premium disease coverage with Accidental Coverage Premier: Rs.595077.0 in coverage, a 15% deductible, and 5% co-pay. The waiting period is just 20 days - a plan that is providing prompt support in case of accidents.",15%
Accidental Coverage,Spinal Injury,Basic,383637.0,5%,20%,107417.0,76,88.0,Renewable,6245.0,Accidental Coverage Basic offers Rs.383637.0 disease coverage with a 5% deductible and 20% co-pay. Activation occurs after 76 days - a plan that is providing prompt support in case of accidents.,5%
Accidental Coverage,Spinal Injury,Lite,486371.0,10%,10%,79277.0,15,94.0,Renewable,6458.0,"For Accidental Coverage Lite, enjoy Rs.486371.0 in disease coverage paired with a 10% deductible and 10% co-pay. Benefits start after 15 days, crafted to be providing prompt support in case of accidents.",10%
Accidental Coverage,Spinal Injury,Premier,611483.0,15%,5%,59619.0,65,98.0,Renewable,6571.0,"For Accidental Coverage Premier, access Rs.611483.0 in disease coverage with a low 15% deductible and 5% co-pay. With only 65 days to wait, this plan is providing prompt support in case of accidents.",15%
Accidental Coverage,Internal Injury,Basic,336112.0,5%,20%,94111.0,35,89.0,Renewable,6275.0,"For Accidental Coverage Basic, receive Rs.336112.0 in disease coverage with a 5% deductible and 20% co-pay. The waiting period is 35 days, and this plan is providing prompt support in case of accidents.",5%
Accidental Coverage,Internal Injury,Lite,477434.0,10%,10%,77821.0,24,93.0,Renewable,6353.0,"Accidental Coverage Lite provides Rs.477434.0 disease coverage with a 10% deductible and 10% co-pay. Coverage becomes active in 24 days, and the plan is providing prompt support in case of accidents.",10%
Accidental Coverage,Internal Injury,Premier,615101.0,15%,5%,59972.0,74,99.0,Renewable,6624.0,"For Accidental Coverage Premier, access Rs.615101.0 in disease coverage with a low 15% deductible and 5% co-pay. With only 74 days to wait, this plan is providing prompt support in case of accidents.",15%
Accidental Coverage,Lacerations,Basic,298531.0,5%,20%,83588.0,40,90.0,Renewable,6236.0,"Benefit from Rs.298531.0 in disease coverage with Accidental Coverage Basic, featuring a 5% deductible and 20% co-pay. Coverage starts in 40 days, ensuring the plan is providing prompt support in case of accidents.",5%
Accidental Coverage,Lacerations,Lite,432919.0,10%,10%,70565.0,85,95.0,Renewable,6419.0,"Experience targeted disease coverage with Accidental Coverage Lite - Rs.432919.0 in coverage, a 10% deductible, and 10% co-pay. Activation is in 85 days, reflecting a plan that is providing prompt support in case of accidents.",10%
Accidental Coverage,Lacerations,Premier,582298.0,15%,5%,56773.0,49,98.0,Renewable,6476.0,"Experience premium disease coverage with Accidental Coverage Premier: Rs.582298.0 in coverage, a 15% deductible, and 5% co-pay. The waiting period is just 49 days - a plan that is providing prompt support in case of accidents.",15%
Accidental Coverage,Crush Injury,Basic,341443.0,5%,20%,95603.0,77,88.0,Renewable,6069.0,"Benefit from Rs.341443.0 in disease coverage with Accidental Coverage Basic, featuring a 5% deductible and 20% co-pay. Coverage starts in 77 days, ensuring the plan is providing prompt support in case of accidents.",5%
Accidental Coverage,Crush Injury,Lite,471153.0,10%,10%,76797.0,79,95.0,Renewable,6332.0,"For Accidental Coverage Lite, enjoy Rs.471153.0 in disease coverage paired with a 10% deductible and 10% co-pay. Benefits start after 79 days, crafted to be providing prompt support in case of accidents.",10%
Accidental Coverage,Crush Injury,Premier,611613.0,15%,5%,59631.0,31,100.0,Renewable,6363.0,"For Accidental Coverage Premier, access Rs.611613.0 in disease coverage with a low 15% deductible and 5% co-pay. With only 31 days to wait, this plan is providing prompt support in case of accidents.",15%
Accidental Coverage,Concussion,Basic,317100.0,5%,20%,88788.0,13,90.0,Renewable,6200.0,Accidental Coverage Basic offers Rs.317100.0 disease coverage with a 5% deductible and 20% co-pay. Activation occurs after 13 days - a plan that is providing prompt support in case of accidents.,5%
Accidental Coverage,Concussion,Lite,456359.0,10%,10%,74386.0,74,91.0,Renewable,6278.0,"Accidental Coverage Lite provides Rs.456359.0 disease coverage with a 10% deductible and 10% co-pay. Coverage becomes active in 74 days, and the plan is providing prompt support in case of accidents.",10%
Accidental Coverage,Concussion,Premier,576775.0,15%,5%,56234.0,67,96.0,Renewable,6301.0,"Accidental Coverage Premier offers Rs.576775.0 disease coverage, paired with a minimal 15% deductible and 5% co-pay. Benefits activate after 67 days, making it a plan that is providing prompt support in case of accidents.",15%
